customer_id,prob,default
10145,0.01085734,0
10146,0.009402885,0
10147,0.021171482,0
10148,0.026038835,0
10149,0.014796921,0
10150,0.0077512376,0
10151,0.105016366,0
10152,0.009723272,0
10153,0.017717768,0
10154,0.050783057,0
10155,0.013589467,0
10156,0.004054781,0
10157,0.0036499696,0
10158,0.06803928,0
10159,0.099379785,0
10160,0.03681069,0
10161,0.012045487,0
10162,0.005020371,0
10163,0.07594892,0
10164,0.008336271,0
10165,0.0018922376,0
10166,0.01970516,0
10167,0.030336907,0
10168,0.04211443,0
10169,0.6628218,1
10170,0.014021117,0
10171,0.020718718,0
10172,0.01631875,0
10173,0.01749293,0
10174,0.021470726,0
10175,0.05541228,0
10176,0.053410802,0
10177,0.023134755,0
10178,0.012541052,0
10179,0.013394841,0
10180,0.0024612725,0
10181,0.0066210013,0
10182,0.737006,1
10183,0.07112732,0
10184,0.00953022,0
10185,0.020384392,0
10186,0.0014055215,0
10187,0.0040904623,0
10188,0.048196748,0
10189,0.005133702,0
10190,0.037738465,0
10191,0.0039479523,0
10192,0.0832491,0
10193,0.022977572,0
10194,0.0066086147,0
10195,0.15011455,0
10196,0.0053409454,0
10197,0.009397365,0
10198,0.13507509,0
10199,0.06778615,0
10200,0.04769947,0
10201,0.044719547,0
10202,0.080161266,0
10203,0.0136293145,0
10204,0.0034084239,0
10205,0.12023357,0
10206,0.050512664,0
10207,0.0034085826,0
10208,0.19439195,0
10209,0.016837705,0
10210,0.14743777,0
10211,0.052191086,0
10212,0.0044039935,0
10213,0.014998911,0
10214,0.00753038,0
10215,0.097103685,0
10216,0.030012641,0
10217,0.00903165,0
10218,0.058215853,0
10219,0.01332116,0
10220,0.0062698997,0
10221,0.02872856,0
10222,0.013194891,0
10223,0.012365037,0
10224,0.021992138,0
10225,0.045901515,0
10226,0.008818934,0
10227,0.021688765,0
10228,0.004796162,0
10229,0.0110594435,0
10230,0.012016042,0
10231,0.38240683,0
10232,0.006042139,0
10233,0.07656843,0
10234,0.025814166,0
10235,0.004604114,0
10236,0.014239993,0
10237,0.0070474865,0
10238,0.07898636,0
10239,0.011003696,0
10240,0.016055025,0
10241,0.007003155,0
10242,0.0052947677,0
10243,0.03735229,0
10244,0.01555342,0
10245,0.00804407,0
10246,0.15137303,0
10247,0.005801143,0
10248,0.030786388,0
10249,0.0069863996,0
10250,0.002413898,0
10251,0.022431934,0
10252,0.10674235,0
10253,0.0016056532,0
10254,0.03575507,0
10255,0.14603741,0
10256,0.010066039,0
10257,0.0054286267,0
10258,0.01608747,0
10259,0.04469574,0
10260,0.03741651,0
10261,0.0021896097,0
10262,0.021053694,0
10263,0.11613838,0
10264,0.07279353,0
10265,0.044825368,0
10266,0.014026234,0
10267,0.07841758,0
10268,0.041475732,0
10269,0.023168067,0
10270,0.015187381,0
10271,0.002208164,0
10272,0.15111677,0
10273,0.017879317,0
10274,0.009330649,0
10275,0.014741359,0
10276,0.026728354,0
10277,0.116984755,0
10278,0.02133516,0
10279,0.018179744,0
10280,0.015426377,0
10281,0.0042682462,0
10282,0.19841993,0
10283,0.004695724,0
10284,0.0028117665,0
10285,0.020899622,0
10286,0.008573266,0
10287,0.02701031,0
10288,0.0573779,0
10289,0.0053272406,0
10290,0.03548731,0
10291,0.029007956,0
10292,0.021259971,0
10293,0.013789903,0
10294,0.0047361534,0
10295,0.0026979449,0
10296,0.10532259,0
10297,0.0035342553,0
10298,0.019387575,0
10299,0.01858112,0
10300,0.07959715,0
10301,0.011805308,0
10302,0.021634633,0
10303,0.010286568,0
10304,0.03198108,0
10305,0.012868084,0
10306,0.016041117,0
10307,0.10933108,0
10308,0.011030697,0
10309,0.013593398,0
10310,0.033481248,0
10311,0.012592844,0
10312,0.0052280356,0
10313,0.014017492,0
10314,0.00390661,0
10315,0.06493431,0
10316,0.014060176,0
10317,0.08042863,0
10318,0.0039497735,0
10319,0.0059601422,0
10320,0.010361524,0
10321,0.0013030346,0
10322,0.022306804,0
10323,0.012229467,0
10324,0.0010980594,0
10325,0.0050481483,0
10326,0.0099923825,0
10327,0.036303777,0
10328,0.027339121,0
10329,0.06283168,0
10330,0.007820017,0
10331,0.003086043,0
10332,0.050716177,0
10333,0.22207595,0
10334,0.011314068,0
10335,0.004421662,0
10336,0.011287547,0
10337,0.026704889,0
10338,0.010656075,0
10339,0.0064135343,0
10340,0.18351282,0
10341,0.030818665,0
10342,0.18060355,0
10343,0.01865852,0
10344,0.04774952,0
10345,0.06570106,0
10346,0.027999245,0
10347,0.033206183,0
10348,0.0019328098,0
10349,0.011509223,0
10350,0.024353078,0
10351,0.021406135,0
10352,0.25629544,0
10353,0.16653359,0
10354,0.01513492,0
10355,0.005206759,0
10356,0.02731565,0
10357,0.0064523686,0
10358,0.015406444,0
10359,0.016783884,0
10360,0.012753266,0
10361,0.019420523,0
10362,0.5876026,1
10363,0.016643316,0
10364,0.06636235,0
10365,0.08045521,0
10366,0.002459269,0
10367,0.04753087,0
10368,0.050094433,0
10369,0.0016755308,0
10370,0.015710859,0
10371,0.021082547,0
10372,0.0018315755,0
10373,0.021434622,0
10374,0.061996613,0
10375,0.023380993,0
10376,0.13093978,0
10377,0.05427372,0
10378,0.055453993,0
10379,0.035986323,0
10380,0.014848917,0
10381,0.017924218,0
10382,0.005098381,0
10383,0.013576083,0
10384,0.10386598,0
10385,0.017126149,0
10386,0.012719013,0
10387,0.009903088,0
10388,0.02900907,0
10389,0.021950107,0
10390,0.06958374,0
10391,0.016757498,0
10392,0.04310404,0
10393,0.033498578,0
10394,0.041630115,0
10395,0.054681372,0
10396,0.34381464,0
10397,0.023144247,0
10398,0.0059253927,0
10399,0.104292296,0
10400,0.0057155895,0
10401,0.2801707,0
10402,0.024724338,0
10403,0.029907467,0
10404,0.018496653,0
10405,0.09069887,0
10406,0.0063362163,0
10407,0.022835698,0
10408,0.020087974,0
10409,0.009458798,0
10410,0.039915625,0
10411,0.089745276,0
10412,0.013501554,0
10413,0.105228804,0
10414,0.0018186253,0
10415,0.6921912,1
10416,0.018718746,0
10417,0.037259445,0
10418,0.019620068,0
10419,0.018766189,0
10420,0.11158535,0
10421,0.024517588,0
10422,0.0054725436,0
10423,0.013111303,0
10424,0.017061926,0
10425,0.09802871,0
10426,0.005362935,0
10427,0.01921518,0
10428,0.0044906884,0
10429,0.04974691,0
10430,0.14948867,0
10431,0.024644617,0
10432,0.02003661,0
10433,0.012128222,0
10434,0.010609059,0
10435,0.59871477,1
10436,0.022653127,0
10437,0.052811705,0
10438,0.006506566,0
10439,0.0028244534,0
10440,0.008538088,0
10441,0.064061746,0
10442,0.089485615,0
10443,0.014722726,0
10444,0.044248562,0
10445,0.0075211846,0
10446,0.09988362,0
10447,0.017783947,0
10448,0.027984068,0
10449,0.003504789,0
10450,0.18954773,0
10451,0.004994044,0
10452,0.1195921,0
10453,0.049670395,0
10454,0.013519634,0
10455,0.045216672,0
10456,0.08084657,0
10457,0.029596979,0
10458,0.1010004,0
10459,0.050675787,0
10460,0.041213784,0
10461,0.11435239,0
10462,0.0057785395,0
10463,0.016059069,0
10464,0.0064407964,0
10465,0.3765058,0
10466,0.0057759513,0
10467,0.03467473,0
10468,0.2858563,0
10469,0.027807241,0
10470,0.038984332,0
10471,0.09665526,0
10472,0.03129103,0
10473,0.00917552,0
10474,0.021686602,0
10475,0.007132344,0
10476,0.0049768803,0
10477,0.016587678,0
10478,0.1027958,0
10479,0.0033964845,0
10480,0.14741251,0
10481,0.0047346363,0
10482,0.022077434,0
10483,0.026850274,0
10484,0.026132459,0
10485,0.046234284,0
10486,0.3207358,0
10487,0.008404843,0
10488,0.09792267,0
10489,0.009903206,0
10490,0.11633708,0
10491,0.015401424,0
10492,0.023035407,0
10493,0.08677589,0
10494,0.12147977,0
10495,0.0016836878,0
10496,0.004144673,0
10497,0.01913161,0
10498,0.011747456,0
10499,0.005151601,0
10500,0.0055477014,0
10501,0.0033611245,0
10502,0.003806025,0
10503,0.008102314,0
10504,0.102579765,0
10505,0.014566888,0
10506,0.0033432501,0
10507,0.030908054,0
10508,0.011929464,0
10509,0.022770077,0
10510,0.03213758,0
10511,0.00997349,0
10512,0.008341346,0
10513,0.0012868654,0
10514,0.013396863,0
10515,0.024134649,0
10516,0.23166075,0
10517,0.016161848,0
10518,0.0066819456,0
10519,0.01760134,0
10520,0.01379576,0
10521,0.16235016,0
10522,0.044986267,0
10523,0.0026069318,0
10524,0.07469307,0
10525,0.0015073969,0
10526,0.09758397,0
10527,0.017485835,0
10528,0.052665554,0
10529,0.041995425,0
10530,0.03061722,0
10531,0.030039897,0
10532,0.0070861313,0
10533,0.012321562,0
10534,0.006781788,0
10535,0.0058057792,0
10536,0.17446382,0
10537,0.07277893,0
10538,0.009881283,0
10539,0.046371542,0
10540,0.0074097095,0
10541,0.13697743,0
10542,0.029172352,0
10543,0.0064792424,0
10544,0.021634365,0
10545,0.09443165,0
10546,0.0076593477,0
10547,0.030861937,0
10548,0.0113506485,0
10549,0.005120429,0
10550,0.20376773,0
10551,0.01536884,0
10552,0.015382456,0
10553,0.057628747,0
10554,0.0136023965,0
10555,0.003345782,0
10556,0.027695535,0
10557,0.237039,0
10558,0.026498782,0
10559,0.003383775,0
10560,0.02063792,0
10561,0.018827725,0
10562,0.035123292,0
10563,0.0080005,0
10564,0.00913373,0
10565,0.06365682,0
10566,0.026136024,0
10567,0.02088308,0
10568,0.02275887,0
10569,0.004777299,0
10570,0.031092476,0
10571,0.017070517,0
10572,0.0039127064,0
10573,0.010261016,0
10574,0.036987964,0
10575,0.020662878,0
10576,0.012085864,0
10577,0.05465005,0
10578,0.04902657,0
10579,0.017517475,0
10580,0.06317842,0
10581,0.08886449,0
10582,0.018224567,0
10583,0.087969765,0
10584,0.31841245,0
10585,0.4818058,0
10586,0.05493004,0
10587,0.017891705,0
10588,0.09603536,0
10589,0.011764248,0
10590,0.3201899,0
10591,0.0048892065,0
10592,0.016778307,0
10593,0.023599941,0
10594,0.025431516,0
10595,0.00693296,0
10596,0.012549422,0
10597,0.0037368082,0
10598,0.28769737,0
10599,0.061927572,0
10600,0.0067350236,0
10601,0.024559205,0
10602,0.17036556,0
10603,0.018385086,0
10604,0.00584473,0
10605,0.03318495,0
10606,0.028473226,0
10607,0.016195599,0
10608,0.01499796,0
10609,0.035593223,0
10610,0.003757755,0
10611,0.02750088,0
10612,0.0056184563,0
10613,0.01865068,0
10614,0.006411897,0
10615,0.004111809,0
10616,0.24009563,0
10617,0.13613994,0
10618,0.013537643,0
10619,0.013487758,0
10620,0.01703899,0
10621,0.04037365,0
10622,0.0031404765,0
10623,0.0024161474,0
10624,0.0069434005,0
10625,0.007164037,0
10626,0.023229463,0
10627,0.007644785,0
10628,0.03547509,0
10629,0.06675757,0
10630,0.25258642,0
10631,0.01198283,0
10632,0.0424806,0
10633,0.020519594,0
10634,0.21043564,0
10635,0.010283447,0
10636,0.023397727,0
10637,0.01950743,0
10638,0.2874009,0
10639,0.0018523135,0
10640,0.047767807,0
10641,0.11977065,0
10642,0.004779902,0
10643,0.0061050486,0
10644,0.16803604,0
10645,0.0030926573,0
10646,0.03534342,0
10647,0.017086774,0
10648,0.15243575,0
10649,0.021236755,0
10650,0.0040319473,0
10651,0.008602378,0
10652,0.08454192,0
10653,0.010371196,0
10654,0.08548439,0
10655,0.014497269,0
10656,0.0020312192,0
10657,0.13600524,0
10658,0.03622866,0
10659,0.02186624,0
10660,0.007202215,0
10661,0.042437047,0
10662,0.04447103,0
10663,0.03117411,0
10664,0.017119296,0
10665,0.015112833,0
10666,0.029729975,0
10667,0.0058534197,0
10668,0.15521634,0
10669,0.032228775,0
10670,0.48472694,0
10671,0.07437209,0
10672,0.019991606,0
10673,0.035254657,0
10674,0.16106996,0
10675,0.023281068,0
10676,0.00826329,0
10677,0.037057053,0
10678,0.009329009,0
10679,0.014787082,0
10680,0.002990371,0
10681,0.041896477,0
10682,0.02041641,0
10683,0.064432986,0
10684,0.008284274,0
10685,0.001904023,0
10686,0.5431609,1
10687,0.09351615,0
10688,0.2497597,0
10689,0.031199403,0
10690,0.007152061,0
10691,0.013234791,0
10692,0.03491353,0
10693,0.102594055,0
10694,0.00884149,0
10695,0.04232603,0
10696,0.009721495,0
10697,0.0029480052,0
10698,0.028784348,0
10699,0.022194093,0
10700,0.0022314559,0
10701,0.015002152,0
10702,0.040919133,0
10703,0.06313923,0
10704,0.0075662127,0
10705,0.038380817,0
10706,0.013032813,0
10707,0.023128822,0
10708,0.04870418,0
10709,0.017655328,0
10710,0.0504017,0
10711,0.012745314,0
10712,0.00763858,0
10713,0.021501875,0
10714,0.0517891,0
10715,0.018137114,0
10716,0.01688685,0
10717,0.037078917,0
10718,0.027335824,0
10719,0.004714689,0
10720,0.0032845233,0
10721,0.043609794,0
10722,0.003567748,0
10723,0.009576295,0
10724,0.018568385,0
10725,0.007552304,0
10726,0.01787107,0
10727,0.0780979,0
10728,0.03302247,0
10729,0.018327983,0
10730,0.009415502,0
10731,0.04375498,0
10732,0.105323784,0
10733,0.028944315,0
10734,0.039986197,0
10735,0.026429579,0
10736,0.008920633,0
10737,0.05654885,0
10738,0.064874955,0
10739,0.023425642,0
10740,0.10667728,0
10741,0.03076079,0
10742,0.07436879,0
10743,0.01924109,0
10744,0.010301215,0
10745,0.037901405,0
10746,0.055549417,0
10747,0.009473204,0
10748,0.010214559,0
10749,0.008834022,0
10750,0.04764061,0
10751,0.004925875,0
10752,0.014712756,0
10753,0.03814788,0
10754,0.02289568,0
10755,0.005009783,0
10756,0.032205217,0
10757,0.2794018,0
10758,0.0032606234,0
10759,0.04828606,0
10760,0.004163644,0
10761,0.004343421,0
10762,0.006610979,0
10763,0.0050341426,0
10764,0.16803932,0
10765,0.025461303,0
10766,0.0058646714,0
10767,0.15708612,0
10768,0.038514007,0
10769,0.084454544,0
10770,0.06402646,0
10771,0.058442216,0
10772,0.010574584,0
10773,0.002929271,0
10774,0.11174567,0
10775,0.021756275,0
10776,0.018772753,0
10777,0.005996338,0
10778,0.051013775,0
10779,0.028239071,0
10780,0.14839432,0
10781,0.03975632,0
10782,0.0064440044,0
10783,0.053373493,0
10784,0.004319615,0
10785,0.051813316,0
10786,0.008022306,0
10787,0.013154142,0
10788,0.09031456,0
10789,0.18830577,0
10790,0.046827417,0
10791,0.013578994,0
10792,0.04060213,0
10793,0.2283725,0
10794,0.12200715,0
10795,0.012215115,0
10796,0.021084547,0
10797,0.013536847,0
10798,0.059251744,0
10799,0.094661966,0
10800,0.014795441,0
10801,0.035360754,0
10802,0.28345597,0
10803,0.023355419,0
10804,0.022087973,0
10805,0.01934615,0
10806,0.0072574783,0
10807,0.0111979395,0
10808,0.02676286,0
10809,0.037396092,0
10810,0.022613702,0
10811,0.0051230313,0
10812,0.13392285,0
10813,0.008004607,0
10814,0.018438885,0
10815,0.006639203,0
10816,0.08288748,0
10817,0.25539574,0
10818,0.02391228,0
10819,0.39550802,0
10820,0.038581375,0
10821,0.08257458,0
10822,0.119098686,0
10823,0.017503439,0
10824,0.02202778,0
10825,0.015256277,0
10826,0.018922498,0
10827,0.040981293,0
10828,0.064765155,0
10829,0.027206479,0
10830,0.019081814,0
10831,0.20710354,0
10832,0.029213974,0
10833,0.025854021,0
10834,0.0043011643,0
10835,0.008495958,0
10836,0.033654004,0
10837,0.000766727,0
10838,0.022411682,0
10839,0.032072634,0
10840,0.1592797,0
10841,0.0284294,0
10842,0.07232481,0
10843,0.007315191,0
10844,0.029678885,0
10845,0.051061798,0
10846,0.011071738,0
10847,0.5667695,1
10848,0.0041075004,0
10849,0.002224081,0
10850,0.012584736,0
10851,0.012772818,0
10852,0.04022819,0
10853,0.00636263,0
10854,0.005516084,0
10855,0.029180547,0
10856,0.009484352,0
10857,0.0057798326,0
10858,0.014157431,0
10859,0.022405772,0
10860,0.06582096,0
10861,0.036099736,0
10862,0.012104759,0
10863,0.032932602,0
10864,0.1341134,0
10865,0.090109654,0
10866,0.038792804,0
10867,0.0044674487,0
10868,0.007603063,0
10869,0.016665485,0
10870,0.012211457,0
10871,0.038190085,0
10872,0.03520588,0
10873,0.0077545946,0
10874,0.005386532,0
10875,0.023541553,0
10876,0.008867691,0
10877,0.024373565,0
10878,0.007133006,0
10879,0.027666997,0
10880,0.006766312,0
10881,0.01835406,0
10882,0.045604847,0
10883,0.1706617,0
10884,0.026352508,0
10885,0.006579787,0
10886,0.17561634,0
10887,0.054693326,0
10888,0.15144178,0
10889,0.03654937,0
10890,0.0046887756,0
10891,0.024407672,0
10892,0.002631544,0
10893,0.03930975,0
10894,0.047355093,0
10895,0.010659689,0
10896,0.0029516162,0
10897,0.042932965,0
10898,0.013208681,0
10899,0.021336962,0
10900,0.007202048,0
10901,0.37067303,0
10902,0.08310901,0
10903,0.04205697,0
10904,0.027205722,0
10905,0.027707968,0
10906,0.052763987,0
10907,0.0033198441,0
10908,0.09419777,0
10909,0.02403297,0
10910,0.2710073,0
10911,0.0049007107,0
10912,0.046432815,0
10913,0.033115517,0
10914,0.0042242417,0
10915,0.045188345,0
10916,0.0058313766,0
10917,0.021480301,0
10918,0.012291167,0
10919,0.022995554,0
10920,0.015974263,0
10921,0.001745482,0
10922,0.022503689,0
10923,0.008454513,0
10924,0.0047908635,0
10925,0.019676212,0
10926,0.04118609,0
10927,0.0068809385,0
10928,0.0187334,0
10929,0.049480453,0
10930,0.08387441,0
10931,0.010660087,0
10932,0.004493687,0
10933,0.007329256,0
10934,0.0033725246,0
10935,0.010783937,0
10936,0.017650275,0
10937,0.004037048,0
10938,0.014313761,0
10939,0.036521986,0
10940,0.013500658,0
10941,0.102706105,0
10942,0.01549803,0
10943,0.0061584297,0
10944,0.1389745,0
10945,0.011381973,0
10946,0.006755972,0
10947,0.027990235,0
10948,0.0063662217,0
10949,0.05937354,0
10950,0.043077935,0
10951,0.021008411,0
10952,0.0045501487,0
10953,0.008548047,0
10954,0.025278106,0
10955,0.02028291,0
10956,0.042869028,0
10957,0.047285564,0
10958,0.015336288,0
10959,0.010940639,0
10960,0.009815803,0
10961,0.008582158,0
10962,0.02243436,0
10963,0.035432905,0
10964,0.02098981,0
10965,0.020162877,0
10966,0.026241902,0
10967,0.020361971,0
10968,0.005913179,0
10969,0.043925058,0
10970,0.14385048,0
10971,0.0885264,0
10972,0.04273161,0
10973,0.06354757,0
10974,0.0060847737,0
10975,0.0056140944,0
10976,0.0048125656,0
10977,0.032174088,0
10978,0.012158626,0
10979,0.03208888,0
10980,0.037739087,0
10981,0.051861737,0
10982,0.008229747,0
10983,0.049390074,0
10984,0.026141346,0
10985,0.085796684,0
10986,0.02026897,0
10987,0.05050598,0
10988,0.007636328,0
10989,0.13148694,0
10990,0.047756717,0
10991,0.0050387303,0
10992,0.06292129,0
10993,0.009764354,0
10994,0.04066227,0
10995,0.11308572,0
10996,0.009829661,0
10997,0.07684062,0
10998,0.26408106,0
10999,0.027338171,0
11000,0.12430651,0
11001,0.02635348,0
11002,0.011753675,0
11003,0.14572582,0
11004,0.0060611805,0
11005,0.0016231379,0
11006,0.02269654,0
11007,0.025324343,0
11008,0.12801732,0
11009,0.089610785,0
11010,0.0068899575,0
11011,0.054230064,0
11012,0.052518316,0
11013,0.018279554,0
11014,0.032592125,0
11015,0.01589279,0
11016,0.026419865,0
11017,0.04927034,0
11018,0.04079223,0
11019,0.0052501657,0
11020,0.28129324,0
11021,0.055900615,0
11022,0.023212679,0
11023,0.014138967,0
11024,0.010171641,0
11025,0.10827198,0
11026,0.0071804062,0
11027,0.060298454,0
11028,0.008458495,0
11029,0.011035448,0
11030,0.011306204,0
11031,0.013166739,0
11032,0.010737107,0
11033,0.008806526,0
11034,0.010943711,0
11035,0.20243493,0
11036,0.022361126,0
11037,0.019387685,0
11038,0.0043102633,0
11039,0.076431125,0
11040,0.0118276635,0
11041,0.07398146,0
11042,0.019149259,0
11043,0.06058659,0
11044,0.47561207,0
11045,0.059300885,0
11046,0.0149805555,0
11047,0.041729193,0
11048,0.20913531,0
11049,0.01331861,0
11050,0.010672092,0
11051,0.03901466,0
11052,0.008347813,0
11053,0.007529033,0
11054,0.025674189,0
11055,0.10778107,0
11056,0.0030959507,0
11057,0.11093646,0
11058,0.040242784,0
11059,0.52527106,1
11060,0.00445117,0
11061,0.0020034725,0
11062,0.07879914,0
11063,0.22660948,0
11064,0.04344339,0
11065,0.6026345,1
11066,0.023281697,0
11067,0.42204297,0
11068,0.06317337,0
11069,0.008868983,0
11070,0.0024125965,0
11071,0.057799246,0
11072,0.009756169,0
11073,0.11093124,0
11074,0.22292607,0
11075,0.01123213,0
11076,0.011913148,0
11077,0.057196774,0
11078,0.2356027,0
11079,0.026779482,0
11080,0.018045528,0
11081,0.011924525,0
11082,0.002158236,0
11083,0.054383107,0
11084,0.018995343,0
11085,0.00597025,0
11086,0.19305071,0
11087,0.0056622834,0
11088,0.0651895,0
11089,0.0068926336,0
11090,0.028958697,0
11091,0.10473529,0
11092,0.014951214,0
11093,0.008591507,0
11094,0.015235709,0
11095,0.024975605,0
11096,0.021709371,0
11097,0.16418624,0
11098,0.036040183,0
11099,0.009939839,0
11100,0.007779969,0
11101,0.0070237643,0
11102,0.031746387,0
11103,0.004961014,0
11104,0.17019804,0
11105,0.017392509,0
11106,0.016244661,0
11107,0.13865207,0
11108,0.01795287,0
11109,0.01180018,0
11110,0.012248351,0
11111,0.053518694,0
11112,0.024591913,0
11113,0.01169188,0
11114,0.009116479,0
11115,0.011320823,0
11116,0.02336459,0
11117,0.025499357,0
11118,0.07829256,0
11119,0.046408128,0
11120,0.22792232,0
11121,0.037632003,0
11122,0.014329034,0
11123,0.13715667,0
11124,0.073139064,0
11125,0.05355252,0
11126,0.03618496,0
11127,0.009521415,0
11128,0.10177851,0
11129,0.028400473,0
11130,0.012221452,0
11131,0.02262104,0
11132,0.00747615,0
11133,0.0057185306,0
11134,0.02885163,0
11135,0.028606223,0
11136,0.069413245,0
11137,0.016510963,0
11138,0.008377367,0
11139,0.02800107,0
11140,0.008713369,0
11141,0.03327485,0
11142,0.026874281,0
11143,0.016058324,0
11144,0.21056956,0
11145,0.011629551,0
11146,0.060807332,0
11147,0.026069643,0
11148,0.022859454,0
11149,0.022512011,0
11150,0.021516854,0
11151,0.08786656,0
11152,0.08158848,0
11153,0.061824244,0
11154,0.0073565017,0
11155,0.013095622,0
11156,0.0070928005,0
11157,0.058083598,0
11158,0.0067028506,0
11159,0.048858855,0
11160,0.008695098,0
11161,0.056104988,0
11162,0.01557558,0
11163,0.029875414,0
11164,0.022337086,0
11165,0.0066599036,0
11166,0.022109088,0
11167,0.039882354,0
11168,0.06972223,0
11169,0.0037947583,0
11170,0.31307274,0
11171,0.19174016,0
11172,0.008913591,0
11173,0.048166703,0
11174,0.03485216,0
11175,0.034622416,0
11176,0.004386281,0
11177,0.0065489057,0
11178,0.019118255,0
11179,0.0018270331,0
11180,0.38558632,0
11181,0.046556354,0
11182,0.07944808,0
11183,0.029157856,0
11184,0.019496534,0
11185,0.08966228,0
11186,0.026998337,0
11187,0.12025826,0
11188,0.04035596,0
11189,0.0034127221,0
11190,0.053099956,0
11191,0.07585972,0
11192,0.020472426,0
11193,0.04674105,0
11194,0.026790034,0
11195,0.06932549,0
11196,0.05073628,0
11197,0.022079106,0
11198,0.018336074,0
11199,0.015859814,0
11200,0.021421202,0
11201,0.23227839,0
11202,0.04992055,0
11203,0.009159105,0
11204,0.0011517154,0
11205,0.0017988245,0
11206,0.02834664,0
11207,0.027617097,0
11208,0.025747636,0
11209,0.0025606113,0
11210,0.041317265,0
11211,0.012756713,0
11212,0.029921807,0
11213,0.0062823696,0
11214,0.036558986,0
11215,0.002908524,0
11216,0.08739846,0
11217,0.1803333,0
11218,0.0073438273,0
11219,0.011002026,0
11220,0.0068131275,0
11221,0.01066955,0
11222,0.07163869,0
11223,0.5050512,1
11224,0.0037784618,0
11225,0.10298379,0
11226,0.041237585,0
11227,0.011947485,0
11228,0.021824121,0
11229,0.033719778,0
11230,0.27803606,0
11231,0.005827201,0
11232,0.014094823,0
11233,0.0176599,0
11234,0.28703925,0
11235,0.016387291,0
11236,0.019051947,0
11237,0.13237257,0
11238,0.056243144,0
11239,0.016855547,0
11240,0.038035993,0
11241,0.25645927,0
11242,0.0024127928,0
11243,0.004282576,0
11244,0.0150546795,0
11245,0.030571165,0
11246,0.04218252,0
11247,0.0063863904,0
11248,0.0068559875,0
11249,0.091323026,0
11250,0.07319758,0
11251,0.013057302,0
11252,0.0026431382,0
11253,0.0074156392,0
11254,0.015884425,0
